finishedfloor1squarefeet,numberofstories,logerror,fireplaceflag,regionidcity,finishedsquarefeet6,regionidzip,typeconstructiontypeid,buildingclasstypeid,longitude,fireplacecnt,regionidcounty,taxdelinquencyflag,pooltypeid10,storytypeid,structuretaxvaluedollarcnt,poolsizesum,garagetotalsqft,censustractandblock,poolcnt,calculatedfinishedsquarefeet,taxdelinquencyyear,latitude,roomcnt,bedroomcnt,yardbuildingsqft17,basementsqft,hashottuborspa,taxamount,threequarterbathnbr,unitcnt,buildingqualitytypeid,assessmentyear,parcelid,landtaxvaluedollarcnt,propertylandusetypeid,propertycountylandusecode,yearbuilt,regionidneighborhood,fips,decktypeid,heatingorsystemtypeid,airconditioningtypeid,architecturalstyletypeid,propertyzoningdesc,garagecarcnt,rawcensustractandblock,fullbathcnt,transactiondate,finishedsquarefeet50,calculatedbathnbr,pooltypeid7,taxvaluedollarcnt,finishedsquarefeet12,finishedsquarefeet13,yardbuildingsqft26,finishedsquarefeet15,lotsizesquarefeet,bathroomcnt,pooltypeid2
,,0.0178,,12447,,96000,,,-118327525,,3101,,,,94020.0,,,60372128001002,,1889.0,,34050804,0.0,3.0,,,,2435.69,,1,7,2015,11750430,92368.0,261,0100,1922.0,274514,06037,,7,,,LAR1,,060372128.001002,1,2016-08-15,,1.0,,186388.0,1889,,,,10302.0,1.0,
,,-0.1087,,38032,,96959,,,-117889421,,1286,,,,134301.0,,0,60590631024002,,1372.0,,33655530,0.0,3.0,,,,4512.12,1,,,2015,14711150,228304.0,266,34,1986.0,,06059,,,,,,2,060590631.024002,2,2016-04-11,,2.5,,362605.0,1372,,,,,2.5,
,,-0.0305,,13150,,97107,,,-119170579,,2061,,,,,,,,,,,34249360,0.0,0.0,,,,2090.84,,,,2015,17112286,84000.0,269,1014,,,06111,,,,,,,061110050.041076,,2016-02-05,,,,84000.0,,,,,3643.0,0.0,
,,-0.007,,12447,,96120,,,-118518058,,3101,,,,476494.0,,,60372625011007,,2708.0,,34043663,0.0,4.0,,,,15605.16,,1,1,2015,11669374,801068.0,261,0100,1998.0,19810,06037,,2,1,,LAR1,,060372625.011007,3,2016-03-09,,3.0,,1277562.0,2708,,,,5200.0,3.0,
,,-0.0202,,5534,,97319,,,-118230927,,3101,,,,170000.0,,,60379010043064,,2605.0,,34677380,0.0,3.0,,,,4533.87,,1,4,2015,11317625,114000.0,261,0100,2005.0,,06037,,2,1,,LRR7000*,,060379010.043064,3,2016-10-04,,3.0,,284000.0,2605,,,,12280.0,3.0,
1196,1,0.063,,51239,,97089,,,-119051915,1,2061,,,,41674.0,,418,61110056001002,,1574.0,,34213575,7.0,3.0,,,,690.84,,,,2015,17131641,15156.0,261,1111,1960.0,,06111,,,,,,2,061110056.001002,2,2016-01-08,1196,2.0,,56830.0,1574,,,,6710.0,2.0,
,,0.1062,,46298,,96242,,,-118130738,,3101,,,,35776.0,,,60375741005004,,1140.0,,33817554,0.0,3.0,,,,977.85,,1,7,2015,12495002,37580.0,261,0100,1950.0,273263,06037,,7,,,LBR1N,,060375741.005004,2,2016-10-27,,2.0,,73356.0,1140,,,,5490.0,2.0,
798,2,-0.0263,,27110,,97118,,,-118742483,,2061,,,,166000.0,472,484,61110080041005,1,1596.0,,34264843,7.0,5.0,,,,5516.52,,,,2015,17256176,309000.0,261,1111,1963.0,,06111,,,,,,2,061110080.041005,2,2016-03-22,798,2.0,1,475000.0,1596,,,,9720.0,2.0,
,,0,,25459,,96987,,,-117700144,,1286,,,,110470.0,,0,60590423361014,,862.0,,33545849,0.0,2.0,,,,3819.62,,,,2015,14652753,219705.0,266,34,1990.0,,06059,,,,,,1,060590423.361010,2,2016-11-03,,2.0,,330175.0,862,,,,,2.0,
,,0.0573,,6021,,96497,,,-118124439,,3101,,,,80000.0,,,60374828002002,,1176.0,,34035079,0.0,4.0,,,,6452.66,,1,7,2015,11850023,392000.0,261,0100,1948.0,,06037,,7,,,MPR1*,,060374828.002002,2,2016-02-02,,2.0,,472000.0,1176,,,,6969.0,2.0,
,,-0.0161,,12447,,96412,,,-118449118,,3101,,,,53881.0,,,60371289102009,,1243.0,,34159566,0.0,3.0,,,,6448.72,,1,7,2015,10855800,72350.0,261,0100,1949.0,27080,06037,,2,1,,LAR1,,060371289.102009,1,2016-06-30,,1.0,,126231.0,1243,,,,6000.0,1.0,
,,0.0488,,13693,,96983,,,-117603496,,1286,,,,304410.0,,491,60590320231012,,2478.0,,33472814,0.0,4.0,,,,11665.24,1,,,2015,14454169,476590.0,261,1,2004.0,,06059,,,,,,2,060590320.231012,2,2016-07-28,,2.5,,781000.0,2478,,,,5697.0,2.5,
,,0.0354,,24245,,96473,,,-117898853,,3101,,,,157688.0,,,60374060001016,,1375.0,,34096774,0.0,4.0,,,,5205.36,,1,7,2015,12920087,256422.0,261,0100,1953.0,,06037,,2,1,,LCRA7000*,,060374060.001016,2,2016-07-21,,2.0,,414110.0,1375,,,,7142.0,2.0,
,,0.0459,,37015,,96464,,,-117899241,,3101,,,,52281.0,,,60374043011014,,728.0,,34122168,0.0,2.0,,,,2430.09,,1,7,2015,13018039,129864.0,261,0100,1949.0,,06037,,7,,,AZR1YY,,060374043.011014,1,2016-04-20,,1.0,,182145.0,728,,,,6809.0,1.0,
,1,-0.0398,,12773,,96996,,,-117652358,1,1286,,,,88555.0,,440,60590320394004,,1472.0,,33569109,6.0,3.0,,,,2698.86,,,,2015,14462209,179217.0,261,122,1975.0,,06059,,,,,,2,060590320.394004,2,2016-05-25,,2.0,,267772.0,1472,,,,4988.0,2.0,
,,0.1689,,12447,,96013,,,-118162423,,3101,,,,33810.0,,,60372011201003,,726.0,,34095277,0.0,1.0,,,,791.0,,1,7,2015,11876981,23814.0,261,0100,1948.0,114914,06037,,7,,,LAR1,,060372011.201003,1,2016-05-13,,1.0,,57624.0,726,,,,7499.0,1.0,
,,0.0334,,14111,,96517,,,-118050113,,3101,,,,304900.0,,,60374321021001,,3244.0,,34098718,0.0,5.0,,,,11438.86,,3,7,2015,13008688,645100.0,247,0300,,,06037,,,,,TCR1*,,060374321.021001,3,2016-02-16,,3.0,,950000.0,,,,3244,12700.0,3.0,
,,0.0139,,12447,,96024,,,-118347961,,3101,,,,91826.0,,,60372351004008,,1969.0,,33982870,0.0,2.0,,,,5857.96,,1,7,2015,11390074,366242.0,261,0100,1939.0,115729,06037,,7,,,LAR1,,060372351.004008,2,2016-05-10,,2.0,,458068.0,1969,,,,8100.0,2.0,
,,-0.0151,,40009,,96975,,,-117835523,,1286,,,,229221.0,,0,60590626452002,,1943.0,,33610911,0.0,4.0,,,,5465.58,1,,,2015,14696866,271651.0,266,34,1994.0,,06059,,,,,,2,060590626.452001,2,2016-08-10,,2.5,,500872.0,1943,,,,,2.5,
,,0.0677,,12773,,96996,,,-117643184,,1286,,,,164375.0,,0,60590320352000,,1221.0,,33636421,5.0,2.0,,,,4925.56,,,,2015,14628541,313625.0,266,34,1979.0,,06059,,13,1,,,2,060590320.352000,2,2016-02-03,,2.0,,478000.0,1221,,,,,2.0,
,,0.1914,,51861,,96479,,,-118011699,,3101,,,,155363.0,,,60374326013007,,1569.0,,34081224,0.0,2.0,,,,6064.25,,1,7,2015,12983193,235724.0,261,0100,1941.0,762685,06037,,7,,,EMR1B*,,060374326.013007,2,2016-12-08,,2.0,,391087.0,1569,,,,22837.0,2.0,
2810,1,0.0431,,34278,,96351,,,-118986495,1,2061,,,,535489.0,,737,61110058022008,,2810.0,,34174770,7.0,3.0,120,,,9879.28,1,,,2015,17193782,356993.0,261,1111,2003.0,46736,06111,,,,,,3,061110058.022008,2,2016-04-06,2810,2.5,,892482.0,2810,,,,13058.0,2.5,
,,-0.0182,,52650,,96940,,,-117821681,,1286,,,,705627.0,,435,60590626044002,,3116.0,,33627749,0.0,4.0,,,,25742.7,1,,,2015,14327069,1377373.0,261,1,2003.0,275784,06059,,,,,,2,060590626.044002,5,2016-06-13,,5.5,,2083000.0,3116,,,,6751.0,5.5,
,,0.1823,,5534,,97318,,,-118117302,,3101,,,,114341.0,,,60379006072006,,1401.0,,34696485,0.0,3.0,,,,2536.02,,1,7,2015,11294018,22601.0,261,0100,1956.0,,06037,,7,,,LRRA6500*,,060379006.072006,2,2016-06-20,,2.0,,136942.0,1401,,,,6959.0,2.0,
,1,0.0402,,16764,,97020,,,-117947072,,1286,,,,74545.0,,,60590867022003,,1339.0,,33842594,6.0,3.0,,,,3011.14,,,,2015,14605820,160442.0,266,34,1964.0,274800,06059,,24,1,,,,060590867.022003,2,2016-10-25,,2.0,,234987.0,1339,,,,,2.0,
,,0.0218,,5465,,96190,,,-117991411,,3101,,,,129129.0,,,60375037033012,1,1025.0,,33908476,0.0,2.0,,,,3335.74,,1,4,2015,12734445,125865.0,266,010C,1975.0,,06037,,2,1,,LM PUD*,,060375037.033012,2,2016-02-29,,2.0,1,254994.0,1025,,,,325607.0,2.0,
,,0.005,,37015,,96464,,,-117921000,,3101,,,,100060.0,,,60374006031011,,836.0,,34144500,0.0,2.0,,,,2557.39,,1,7,2015,13020992,103935.0,266,010C,1971.0,,06037,,2,1,,AZR3B*,,060374006.031011,1,2016-08-25,,1.0,,203995.0,836,,,,23093.0,1.0,
,,-0.0419,,10734,,96398,,,-118617739,,3101,,,,226845.0,,,60379201021032,,1933.0,,34496892,0.0,3.0,,,,4005.4,,1,4,2015,11177357,56710.0,269,010D,2007.0,,06037,,2,1,,,,060379201.021032,3,2016-05-26,,3.0,,283555.0,1933,,,,218302.0,3.0,
,,0.004,,118225,,96173,,,-118044299,,3101,,,,71759.0,,,60375029012011,,1146.0,,33943704,0.0,3.0,,,,3139.23,,1,7,2015,12794378,165567.0,261,0100,1953.0,,06037,,2,1,,LCRA06,,060375029.012011,1,2016-07-13,,1.0,,237326.0,1146,,,,6132.0,1.0,
,,0.0639,,20008,,96506,,,-117749861,,3101,,,,75317.0,,,60374030001016,,1156.0,,34029852,0.0,3.0,,,,1885.38,,1,7,2015,12886856,65341.0,261,0100,1956.0,,06037,,7,,,POR17200*,,060374030.001016,1,2016-03-16,,1.0,,140658.0,1156,,,,7233.0,1.0,
,,-0.008,,30267,,96204,,,-118073461,,3101,,,,62705.0,,,60375548023010,,1014.0,,33867595,0.0,2.0,,,,3866.8,,1,7,2015,12416154,250824.0,261,0100,1947.0,,06037,,7,,,ATR16000*,,060375548.023010,1,2016-08-02,,1.0,,313529.0,1014,,,,9301.0,1.0,
,,-0.009,,54053,,96122,,,-118374287,,3101,,,,157807.0,,,60376704112005,,1361.0,,33791296,0.0,3.0,,,,9228.66,,1,7,2015,12690231,631249.0,261,0100,1956.0,,06037,,2,,,RPRS8000*,,060376704.112005,2,2016-04-06,,2.0,,789056.0,1361,,,,7081.0,2.0,
,,-0.0325,,15554,,96993,,,-117584239,,1286,,,,108272.0,,0,60590320512014,,827.0,,33649463,0.0,2.0,,,,2918.24,,,,2015,14614112,111901.0,266,34,1990.0,,06059,,,,,,1,060590320.512014,2,2016-03-03,,2.0,,220173.0,827,,,,1437.0,2.0,
,,-0.0284,,14634,,96173,,,-118027825,,3101,,,,54644.0,,,60375019003006,,1148.0,,33952346,0.0,3.0,,,,4793.49,,1,7,2015,12798056,327871.0,261,0100,1950.0,,06037,,7,,,WHR1YY,,060375019.003006,1,2016-09-30,,1.0,,382515.0,1148,,,,7078.0,1.0,
,,0.0714,,26483,,96197,,,-118089527,,3101,,,,175355.0,,,60375026013002,,1966.0,,33956306,0.0,4.0,,,,5183.75,,1,4,2015,12398045,219063.0,261,0100,1966.0,,06037,,2,,,PRSF*,,060375026.013002,3,2016-03-10,,3.0,,394418.0,1966,,,,9256.0,3.0,
,,0.0315,,12292,,96215,,,-118075243,,3101,,,,71000.0,,,60375551021005,,1064.0,,33841971,0.0,1.0,,,,4550.29,,1,7,2015,12427624,318000.0,261,0100,1952.0,,06037,,7,,,LKR1YY,,060375551.021005,1,2016-08-19,,1.0,,389000.0,1064,,,,6803.0,1.0,
,,0.0459,,12447,,96282,,,-118340138,,3101,,,,220853.0,,,60371021071002,,1939.0,,34258484,0.0,3.0,,,,4712.54,,1,4,2015,10991789,149104.0,261,0100,1993.0,33952,06037,,2,1,,LARE40,,060371021.071002,4,2016-09-12,,4.0,,369957.0,1939,,,,15398.0,4.0,
,1,0.0497,,27491,,97016,,,-117824048,,1286,,,,72288.0,,420,60590755141005,,1306.0,,33736421,4.0,4.0,,,,4250.48,,,,2015,14257490,276079.0,261,122,1924.0,,06059,,,,,,2,060590755.141005,2,2016-08-29,,2.0,,348367.0,1306,,,,5364.0,2.0,
,,0.3038,,26964,,96151,,,-118477766,,3101,,,,227409.0,,,60377016023002,,2320.0,,34033973,0.0,4.0,,,,15852.81,,4,7,2015,11577685,1080212.0,248,0400,1923.0,268293,06037,,,,,SMR2*,,060377016.023002,4,2016-05-20,,4.0,,1307621.0,,,,2320,5314.0,4.0,
,,-0.003,,32380,,96962,,,-117677831,,1286,,,,51880.0,,,60590524241000,,829.0,,33643472,0.0,2.0,,,,2685.18,,,,2015,14735673,198015.0,266,34,1981.0,,06059,,,,,,,060590524.241000,1,2016-05-16,,1.0,,249895.0,829,,,,,1.0,
,,0.2776,,46298,,96239,,,-118156001,,3101,,,,195000.0,,,60375702042004,,2318.0,,33873075,0.0,5.0,,,,6094.45,,2,7,2015,12450119,245000.0,246,0200,1939.0,276476,06037,,,,,LBR1N,,060375702.042004,4,2016-07-29,,4.0,,440000.0,,,,2318,4801.0,4.0,
,,-0.102,,12447,,96016,,,-118370000,,3101,,,,120077.0,,,60372167001003,,974.0,,34051000,0.0,2.0,,,,2071.97,,1,4,2015,11740361,50635.0,266,010C,1991.0,275024,06037,,2,1,,LAR3,,060372167.001003,3,2016-09-27,,3.0,,170712.0,974,,,,16997.0,3.0,
,,-0.005,,25459,,96987,,,-117705052,,1286,,,,80008.0,,0,60590423341002,,1004.0,,33567470,0.0,2.0,,,,2431.22,1,,,2015,14729501,155203.0,266,34,1985.0,,06059,,,,,,1,060590423.341002,2,2016-09-08,,2.5,,235211.0,1004,,,,,2.5,
,1,0.0564,,17686,,96961,,,-117710881,1,1286,,,,145522.0,,471,60590423234003,,1772.0,,33478244,7.0,3.0,,,,6476.16,,,,2015,14428697,378381.0,261,122,1972.0,,06059,,,,,,2,060590423.234003,2,2016-09-01,,2.0,,523903.0,1772,,,,7700.0,2.0,
1948,2,0.1266,,34278,,96351,,,-118979859,3,2061,,,,456671.0,,667,61110058021001,,4015.0,,34179293,10.0,5.0,,,,9861.94,,,,2015,17193594,434157.0,261,1111,2003.0,46736,06111,,,,,,2,061110058.021001,4,2016-10-06,1948,4.0,,890828.0,4015,,,,13061.0,4.0,
,,-0.1165,,46298,,96247,,,-118116341,,3101,,,,61952.0,,,60375743004012,1,1539.0,,33798327,0.0,2.0,,,,1482.03,,1,7,2015,12515346,50542.0,261,0101,1953.0,116302,06037,,7,,,LBR1N,,060375743.004012,1,2016-06-30,,1.0,1,112494.0,1539,,,,6020.0,1.0,
,,-0.1555,,396551,,96330,,,-118248484,,3101,,,,100000.0,,,60373004001003,,1136.0,,34227467,0.0,2.0,,,,5448.81,,1,7,2015,12042796,401000.0,261,0100,1925.0,,06037,,7,,,GLR1YY,,060373004.001003,1,2016-02-23,,1.0,,501000.0,1136,,,,5475.0,1.0,
,,0.045,,45888,,96137,,,-118338000,,3101,,,,147978.0,,,60376007031012,1,845.0,,33956900,0.0,2.0,,,,2115.02,,1,4,2015,11409128,3072.0,266,010C,1986.0,,06037,,2,1,,INCR*,,060376007.031012,1,2016-09-15,,1.0,1,151050.0,845,,,,108755.0,1.0,
,,0.1187,,40227,,97329,,,-118174213,,3101,,,,415760.0,,,,,3594.0,,34561034,0.0,5.0,,,,5693.86,,1,4,2015,11324876,13500.0,261,0100,2014.0,,06037,,2,1,,PDSP,,060379102.061075,3,2016-09-27,,3.0,,429260.0,3594,,,,7707.0,3.0,
,,0.0354,,12447,,96016,,,-118390144,,3101,,,,713986.0,,,60372691002001,,4673.0,,34055962,0.0,8.0,,,,21397.5,,4,7,2015,11626977,1019980.0,248,0400,1928.0,275024,06037,,,,,LAR3,,060372691.002001,4,2016-05-11,,4.0,,1733966.0,,,,4673,6070.0,4.0,
,,0.0276,,10734,,96398,,,-118644372,,3101,,,,322484.0,,,60379201191000,1,3368.0,,34469460,0.0,4.0,,,,7977.03,,1,4,2015,11350243,125372.0,261,0101,2000.0,,06037,,2,1,,,,060379201.191000,4,2016-07-15,,4.0,1,447856.0,3368,,,,6173.0,4.0,
,,-0.0253,,13693,,96983,,,-117577341,,1286,,,,160817.0,,0,60590320232001,,1606.0,,33456838,0.0,3.0,,,,5232.66,1,,,2015,14658477,201788.0,266,34,2000.0,,06059,,,,,,2,060590320.232001,2,2016-02-24,,2.5,,362605.0,1606,,,,,2.5,
,2,0.001,,54352,,96225,,,-118052798,3,1286,,,,183089.0,,467,60591100121004,,2956.0,,33778124,8.0,5.0,,,,11170.28,1,,,2015,14095792,228240.0,261,122,1968.0,,06059,,,,,,2,060591100.121004,3,2016-10-12,,3.5,,411329.0,2956,,,,6000.0,3.5,
,,0.1124,,12447,,95984,,,-118276137,,3101,,,,12621.0,,,60372393102002,,1634.0,,33980410,0.0,4.0,,,,448.08,,2,,2015,12189019,14870.0,246,0200,1920.0,268496,06037,,,,,LAR2,,060372393.102002,2,2016-07-21,,2.0,,27491.0,,,,1634,5129.0,2.0,
,,-0.1065,,396054,,96436,,,-118336721,,3101,,,,72591.0,,,60373101003015,,1672.0,,34209607,0.0,3.0,,,,1195.33,,1,7,2015,10955372,30572.0,261,0101,1950.0,,06037,,2,1,,BUR1YY,,060373101.003015,2,2016-05-20,,2.0,,103163.0,1672,,,,6541.0,2.0,
,,0.0658,,52650,,96948,,,-117810021,,1286,,,,129419.0,,0,60590525201001,,1578.0,,33676208,0.0,3.0,,,,6079.08,1,,,2015,14710425,455581.0,266,34,1980.0,276119,06059,,,,,,2,060590525.201004,2,2016-08-05,,2.5,,585000.0,1578,,,,,2.5,
,,-1.457,,12447,,95992,,,-118250378,,3101,,,,35646.0,,,60372287203002,,1392.0,,33997256,0.0,4.0,,,,2725.96,,1,7,2015,11763868,21627.0,261,0100,1906.0,268496,06037,,,,,LAR2,,060372287.203002,3,2016-02-11,,3.0,,57273.0,1392,,,,5013.0,3.0,
,,-0.0101,,51617,,96095,,,-118390000,,3101,,,,123800.0,,,60377025023002,1,885.0,,34006700,0.0,2.0,,,,4627.8,,1,4,2015,11597077,251200.0,266,010C,1973.0,,06037,,2,1,,CCPD*,,060377025.023002,2,2016-07-01,,2.0,1,375000.0,885,,,,126837.0,2.0,
,,0.0871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12008900,,,,,,,,,,,,,,,2016-03-29,,,,,,,,,,,
,,-0.0899,,6395,,96220,,,-118150000,,3101,,,,74607.0,,,60375535041003,1,1131.0,,33905100,0.0,3.0,,,,2661.67,,1,4,2015,12340444,45020.0,266,010C,1978.0,,06037,,2,,,PARM*,,060375535.041003,2,2016-09-01,,2.0,1,119627.0,1131,,,,175287.0,2.0,
919,2,0.0971,,25974,,97097,,,-118843906,1,2061,,,,219769.0,380,402,61110076143000,1,1661.0,,34296261,6.0,3.0,,,,4157.96,1,,,2015,17206605,146511.0,261,1111,1984.0,,06111,,,,,,2,061110076.143000,2,2016-06-27,919,2.5,1,366280.0,1661,,,,6327.0,2.5,
,,0.0705,,39308,,96494,,,-117764032,,3101,,,,367705.0,,,60374002043056,,3548.0,,34122302,0.0,4.0,,,,5047.64,,1,4,2015,13049626,47465.0,261,0100,1979.0,763171,06037,,2,1,,LVPR3D*,,060374002.043056,3,2016-10-07,,3.0,,415170.0,3548,,,,10000.0,3.0,
,,-0.0356,,12447,,96369,,,-118473879,,3101,,,,220360.0,,,60371174043003,1,1933.0,,34227643,0.0,3.0,,,,6910.19,,1,4,2015,11054103,330541.0,261,0101,1956.0,13017,06037,,2,,,LARA,,060371174.043003,2,2016-07-15,,2.0,1,550901.0,1933,,,,21699.0,2.0,
,,-0.002,,47762,,96125,,,-118210465,,3101,,,,46300.0,,,60375358031004,,980.0,,33950385,0.0,2.0,,,,4068.53,,1,7,2015,12304183,266700.0,261,0100,1947.0,,06037,,7,,,SGR3YY,,060375358.031004,1,2016-03-18,,1.0,,313000.0,980,,,,4167.0,1.0,
,,0.306,,54311,,96378,,,-118568913,,3101,,,,795356.0,,,60379203281008,,4565.0,,34414657,0.0,5.0,,,,17050.35,,1,1,2015,11171938,530236.0,269,010D,1999.0,48200,06037,,2,1,,SCUR3,,060379203.281008,6,2016-06-21,,6.0,,1325592.0,4565,,,,7482.0,6.0,
,,0.0178,,15554,,96993,,,-117608859,,1286,,,,204265.0,,420,60590320561002,,1597.0,,33619650,0.0,4.0,,,,7298.18,1,,,2015,14485430,359735.0,261,122,1998.0,,06059,,,,,,2,060590320.561002,2,2016-10-12,,2.5,,564000.0,1597,,,,3121.0,2.5,
,,-0.0408,,12447,,96364,,,-118533000,,3101,,,,136826.0,,,60371314002005,1,1439.0,,34208900,0.0,3.0,,,,2794.14,,1,4,2015,10776114,91215.0,266,010C,1990.0,40548,06037,,2,1,,LAR3,,060371314.002005,3,2016-06-30,,3.0,1,228041.0,1439,,,,58757.0,3.0,
,,-0.0161,,32923,,96273,,,-118015179,,3101,,,,193485.0,,,60374309021011,1,1518.0,,34133078,0.0,3.0,,,,5579.34,,1,4,2015,12960173,219812.0,261,0101,1959.0,,06037,,2,,,MORL*,,060374309.021011,2,2016-06-01,,2.0,1,413297.0,1518,,,,6262.0,2.0,
,,0.0535,,45457,,96321,,,-118269324,,3101,,,,367062.0,,,60373013001002,,3104.0,,34174807,0.0,6.0,,,,5732.45,,1,4,2015,12057245,144892.0,261,0100,1926.0,273059,06037,,2,1,,GLR1*,,060373013.001002,4,2016-09-22,,4.0,,511954.0,3104,,,,5855.0,4.0,
,,-0.0171,,12447,,96019,,,-118331989,,3101,,,,,,,,,,,34088290,0.0,0.0,,,,1466.99,,,,2015,12004621,118035.0,269,010V,,32059,06037,,,,,LAR3,,060371918.103,,2016-01-31,,,,118035.0,,,,,,0.0,
933,2,0.0208,,34278,,96351,,,-118973591,2,2061,,,,343688.0,,652,61110058022023,,2391.0,,34172389,8.0,4.0,216,,,7642.98,1,,,2015,17193392,343688.0,261,1111,2001.0,46736,06111,,,,,,2,061110058.022023,2,2016-05-17,933,2.5,,687376.0,2391,,,,5779.0,2.5,
,2,0.001,,32380,,96962,,,-117698324,,1286,,,,229355.0,,648,60590524223004,,2784.0,,33654560,8.0,3.0,,,,5415.44,,,,2015,14365277,285672.0,261,122,1976.0,,06059,,,13,,,2,060590524.223004,3,2016-08-19,,3.0,,515027.0,2784,,,,7410.0,3.0,
3116,1,-0.0171,,51239,,97089,,,-119060083,2,2061,,,,311631.0,450,630,61110052041000,1,3116.0,,34248599,9.0,5.0,714,,,5919.3,,,,2015,17104603,232494.0,261,1110,1970.0,,06111,,,,,,2,061110052.041000,3,2016-05-26,3116,3.0,1,544125.0,3116,,,,19832.0,3.0,
,,0.0488,,45457,,96323,,,-118265000,,3101,,,,201943.0,,,60373023011003,,1874.0,,34144400,0.0,3.0,,,,3532.53,,1,4,2015,12091995,115390.0,266,010C,1991.0,274587,06037,,2,1,,GLR4YY,,060373023.011003,3,2016-07-13,,3.0,,317333.0,1874,,,,7852.0,3.0,
,,0.0139,,12447,,96368,,,-118400125,,3101,,,,130773.0,,,60371042042023,,1437.0,,34284585,0.0,4.0,,,,2701.99,,1,7,2015,10983577,84398.0,261,0100,1987.0,268249,06037,,2,1,,LARZ5,,060371042.042023,3,2016-08-12,,3.0,,215171.0,1437,,,,5088.0,3.0,
,,0.0421,,4406,,96101,,,-118149181,,3101,,,,148214.0,,,60375514023004,1,1684.0,,33940012,0.0,3.0,,,,5891.1,,1,4,2015,12329852,322208.0,261,0101,1960.0,,06037,,2,,,DOR105,,060375514.023004,2,2016-01-11,,2.0,1,470422.0,1684,,,,6331.0,2.0,
,,-0.2497,,5534,,97318,,,-117830939,,3101,Y,,,33106.0,,,60379001031049,,1134.0,10,34617954,0.0,3.0,,,,1410.54,,1,7,2015,11248275,13926.0,261,0100,1987.0,,06037,,2,1,,LCRA30000*,,060379001.031049,2,2016-05-20,,2.0,,47032.0,1134,,,,32115.0,2.0,
,,-0.044,,54722,,96161,,,-118372581,,3101,,,,107582.0,,,60376506031007,,2100.0,,33847847,0.0,4.0,,,,2230.78,,1,4,2015,12673768,67700.0,261,0100,1959.0,,06037,,2,,,TORR-LO,,060376506.031007,2,2016-08-12,,2.0,,175282.0,2100,,,,6480.0,2.0,
,,0.063,,24384,,96505,,,-117796000,,3101,,,,200198.0,,,60374033162013,,1438.0,,34032700,0.0,3.0,,,,4705.47,,1,4,2015,13061710,160672.0,266,010C,1981.0,,06037,,2,1,,LCR3800015,,060374033.162013,3,2016-01-05,,3.0,,360870.0,1438,,,,210438.0,3.0,
,,0.0109,,,,96377,,,-118563035,,3101,,,,254102.0,,,60379201081000,,1849.0,,34451233,0.0,3.0,,,,8784.59,,1,4,2015,11116373,153691.0,266,012C,2013.0,,06037,,20,,,LCA2,,060379201.081000,3,2016-11-01,,3.0,,407793.0,1849,,,,,3.0,
,,-0.0408,,12447,,96452,,,-118391494,,3101,,,,99883.0,,,60371239022002,,1236.0,,34172976,0.0,3.0,,,,6626.35,,1,7,2015,10893366,233063.0,261,0100,1951.0,268548,06037,,7,,,LAR1,,060371239.022002,2,2016-04-15,,2.0,,332946.0,1236,,,,8259.0,2.0,
,,-0.0131,,46298,,96244,,,-118216000,,3101,,,,76845.0,,,60375725002008,,730.0,,33817400,0.0,2.0,,,,1682.52,,1,7,2015,12569732,51230.0,266,010E,1965.0,275989,06037,,7,,,LBR3T,,060375725.002008,1,2016-03-02,,1.0,,128075.0,730,,,,154490.0,1.0,
,,-0.0305,,12447,,96105,,,-118282697,,3101,,,,82562.0,,,60372912101009,,828.0,,33883968,0.0,2.0,,,,3523.47,,1,7,2015,12254636,188117.0,261,0100,1950.0,273930,06037,,7,,,LAR1,,060372912.101009,1,2016-09-14,,1.0,,270679.0,828,,,,7413.0,1.0,
,,-0.0212,,24812,,97043,,,-117911787,,1286,,,,65435.0,,447,60590015034011,,1937.0,,33905606,0.0,4.0,,,,1257.02,1,,,2015,14148696,24268.0,261,122,1964.0,,06059,,,,,,2,060590015.034011,2,2016-05-30,,2.5,,89703.0,1937,,,,7904.0,2.5,
,,0.0488,,118694,,96488,,,-117916883,,3101,,,,104955.0,,,60374078011000,,1080.0,,34027495,0.0,3.0,,,,3925.12,,1,7,2015,12842177,231637.0,261,0100,1955.0,,06037,,2,1,,LCA16000*,,060374078.011000,1,2016-01-27,,1.0,,336592.0,1080,,,,5562.0,1.0,
1500,2,0.0218,,27110,,97116,,,-118681322,2,2061,,,,300466.0,,658,61110083051019,,2490.0,,34289631,8.0,4.0,600,,,7795.98,,,,2015,17240375,300466.0,261,1111,1980.0,,06111,,,,,,2,061110083.051019,3,2016-06-21,1500,3.0,,600932.0,2490,,,,12074.0,3.0,
,,-0.0651,,14634,,96170,,,-118038983,,3101,,,,79309.0,,,60375015043011,,1212.0,,33975591,0.0,4.0,,,,3647.04,,1,7,2015,12785683,201047.0,261,0100,1890.0,,06037,,7,,,WHCO*,,060375015.043011,2,2016-04-19,,2.0,,280356.0,1212,,,,2694.0,2.0,
,,0.0257,,396054,,96436,,,-118332247,,3101,,,,113800.0,,,60373104002015,,967.0,,34200172,0.0,2.0,,,,6712.78,,1,7,2015,10955160,456200.0,261,0100,1929.0,,06037,,2,1,,BUR1YY,,060373104.002015,1,2016-04-27,,1.0,,570000.0,967,,,,6554.0,1.0,
